voting_district,registered,valid,spoilt,npe_vd_turnout_pct,year
54210024,1594,925,12,58.783,2024
54210035,1088,503,6,46.783,2024
54210046,1886,986,11,52.863,2024
54210057,1240,597,1,48.226,2024
54210068,770,332,4,43.636,2024
54210079,1536,879,3,57.422,2024
54210080,1317,755,4,57.631,2024
54210091,1643,934,8,57.334,2024
54210103,1565,784,5,50.415,2024
54210114,1650,902,11,55.333,2024
54210125,445,257,1,57.978,2024
54210169,545,285,11,54.312,2024
54210170,1038,591,4,57.322,2024
54210192,897,568,12,64.66,2024
54210204,1311,828,9,63.844,2024
54210215,116,62,1,54.31,2024
54210226,966,535,13,56.729,2024
54210237,1378,813,3,59.216,2024
54210248,1411,866,5,61.729,2024
54210259,937,546,8,59.125,2024
54210260,675,450,5,67.407,2024
54210271,683,447,3,65.886,2024
54210282,1082,695,5,64.695,2024
54210293,609,400,4,66.338,2024
54210305,347,202,2,58.79,2024
54210316,880,530,21,62.614,2024
54210327,419,245,1,58.711,2024
54210338,439,292,3,67.198,2024
54210349,443,273,1,61.851,2024
54210350,386,260,3,68.135,2024
54210361,462,304,6,67.1,2024
54220014,1233,579,5,47.364,2024
54220025,1141,555,6,49.167,2024
54220036,1122,639,7,57.576,2024
54220047,1453,732,3,50.585,2024
54220058,914,398,2,43.764,2024
54220069,1303,748,11,58.25,2024
54220070,833,524,0,62.905,2024
54220081,892,561,5,63.453,2024
54220092,1393,730,5,52.764,2024
54220104,1348,650,0,48.22,2024
54220115,1810,840,16,47.293,2024
54220126,1075,480,8,45.395,2024
54220137,950,575,6,61.158,2024
54220148,1015,524,2,51.823,2024
54220159,1200,605,9,51.167,2024
54220160,742,399,0,53.774,2024
54220171,758,463,2,61.346,2024
54220182,280,137,2,49.643,2024
54220205,537,280,5,53.073,2024
54220216,1100,549,7,50.545,2024
54220227,521,278,3,53.935,2024
54220238,464,271,4,59.267,2024
54220249,995,593,1,59.698,2024
54220250,396,250,3,63.889,2024
54220261,258,236,0,91.473,2024
54220272,391,246,1,63.171,2024
54220283,1372,769,9,56.706,2024
54220294,330,200,1,60.909,2024
54220306,904,473,9,53.319,2024
54220317,584,375,7,65.411,2024
54220328,792,484,3,61.49,2024
54220339,685,407,2,59.708,2024
54220340,701,356,7,51.783,2024
54220351,407,216,1,53.317,2024
54220362,614,381,7,63.192,2024
54220373,210,126,5,62.381,2024
54220384,611,354,4,58.592,2024
54220395,714,397,40,61.204,2024
54220407,792,503,4,64.015,2024
54220418,476,327,3,69.328,2024
54220430,662,362,6,55.589,2024
54220441,178,140,1,79.213,2024
54390012,111,61,1,55.856,2024
54390023,211,147,0,69.668,2024
54390034,464,274,18,62.931,2024
54390045,302,184,4,62.252,2024
54390056,230,160,2,70.435,2024
54390067,331,251,1,76.133,2024
54410015,264,143,0,54.167,2024
54410149,291,176,3,61.512,2024
54410206,519,288,14,58.189,2024
54410228,129,82,1,64.341,2024
54150016,2963,1633,5,55.282,2024
54150027,733,428,5,59.072,2024
54150038,1018,628,1,61.788,2024
54170018,669,341,1,51.121,2024
54170029,1024,651,3,63.867,2024
54180019,2345,1510,7,64.691,2024
54180020,553,391,8,72.152,2024
54230015,1770,1291,7,73.333,2024
54230026,1455,684,7,47.491,2024
54230037,1393,755,25,55.994,2024
54230048,1085,683,2,63.134,2024
54230059,1957,1219,10,62.8,2024
54230060,1539,845,11,55.621,2024
54230071,1845,1121,11,61.355,2024
54230082,2087,1274,13,61.667,2024
54230093,2000,957,24,49.05,2024
54230105,1967,1252,4,63.854,2024
54230116,1706,1026,9,60.668,2024
54230127,1173,800,4,68.542,2024
54230138,697,408,2,58.824,2024
54230149,1061,710,2,67.107,2024
54230150,1544,898,9,58.744,2024
54230161,2740,1747,7,64.015,2024
54230172,987,631,13,65.248,2024
54230183,1041,635,6,61.575,2024
54230194,1305,839,16,65.517,2024
54230206,1728,1280,12,74.769,2024
54230217,3653,2160,31,59.978,2024
54230228,2431,1761,25,73.468,2024
54230239,747,681,9,92.369,2024
54230240,908,607,2,67.07,2024
54230251,779,542,2,69.833,2024
54230262,298,213,4,72.819,2024
54290011,1416,743,4,52.754,2024
54290022,2358,1498,11,63.995,2024
54380022,290,159,1,55.172,2024
54410026,2418,1365,11,56.907,2024
54410037,128,70,0,54.688,2024
54410048,119,113,3,97.479,2024
54410071,242,135,2,56.612,2024
54410082,401,98,1,24.688,2024
54410093,1976,861,29,45.04,2024
54410105,326,196,3,61.043,2024
54410116,660,416,8,64.242,2024
54410127,1996,1065,14,54.058,2024
54410138,349,209,3,60.745,2024
54410150,625,355,5,57.6,2024
54410161,677,388,11,58.936,2024
54410194,1767,1055,5,59.989,2024
54410217,608,256,4,42.763,2024
54410239,162,84,3,53.704,2024
54410240,118,89,1,76.271,2024
54410251,144,82,1,57.639,2024
54410262,426,275,5,65.728,2024
54410273,98,44,3,47.959,2024
54410284,435,161,0,37.011,2024
54410318,1823,917,10,50.85,2024
54410330,302,230,4,77.483,2024
54410341,87,55,2,65.517,2024
54410352,119,72,5,64.706,2024
54410363,645,395,6,62.171,2024
54410374,227,161,14,77.093,2024
54410385,250,152,1,61.2,2024
54410396,157,118,2,76.433,2024
54410408,156,108,4,71.795,2024
54410419,287,198,2,69.686,2024
54410420,140,101,1,72.857,2024
54410431,109,76,0,69.725,2024
54410442,161,105,1,65.839,2024
54410453,69,39,1,57.971,2024
54410464,226,139,2,62.389,2024
54410475,115,38,1,33.913,2024
54410486,192,145,0,75.521,2024
54410497,655,399,8,62.137,2024
54410509,187,123,1,66.31,2024
54410510,164,118,2,73.171,2024
54110012,1744,1164,11,67.374,2024
54110023,2439,1341,25,56.007,2024
54110034,1493,857,4,57.669,2024
54320015,1973,1288,4,65.484,2024
54320026,1825,925,17,51.616,2024
54320037,1451,769,4,53.274,2024
54320048,1630,996,2,61.227,2024
54320059,1139,654,1,57.507,2024
54320060,2814,1425,21,51.386,2024
54320071,2483,1290,18,52.678,2024
54320082,1055,594,14,57.63,2024
54320093,895,499,5,56.313,2024
54320105,2033,1277,20,63.797,2024
54320116,684,443,3,65.205,2024
54320127,1578,945,8,60.393,2024
54320138,2031,1138,15,56.77,2024
54320149,1022,622,3,61.155,2024
54320150,1733,1039,15,60.819,2024
54320161,1156,678,8,59.343,2024
54320172,1019,591,9,58.881,2024
54410172,1314,968,16,74.886,2024
54410183,290,211,2,73.448,2024
54410295,291,179,3,62.543,2024
54410307,336,243,2,72.917,2024
54440018,842,513,9,61.995,2024
54440029,316,205,3,65.823,2024
54440030,1001,579,6,58.442,2024
54440041,778,429,6,55.913,2024
54440052,381,261,5,69.816,2024
54440063,416,254,5,62.26,2024
54440074,576,362,15,65.451,2024
54440085,1605,862,19,54.891,2024
54440096,1243,664,10,54.224,2024
54440119,1015,620,11,62.167,2024
54440120,646,353,5,55.418,2024
54440131,586,298,0,50.853,2024
54440142,2246,1402,10,62.867,2024
54440153,1251,805,7,64.908,2024
54440164,572,350,1,61.364,2024
54440175,560,346,4,62.5,2024
54440186,650,315,1,48.615,2024
54440197,441,274,3,62.812,2024
54440209,1775,1012,20,58.141,2024
54440210,505,279,2,55.644,2024
54440221,504,290,5,58.532,2024
54440232,585,384,5,66.496,2024
54440243,395,271,4,69.62,2024
54440254,188,145,1,77.66,2024
54440276,598,365,2,61.371,2024
54440287,160,95,0,59.375,2024
54440298,338,193,2,57.692,2024
54440300,561,332,12,61.319,2024
54440311,524,311,4,60.115,2024
54440322,2312,1123,13,49.135,2024
54440333,1222,816,8,67.43,2024
54440344,290,200,1,69.31,2024
54440355,1128,750,7,67.11,2024
54440366,279,142,1,51.254,2024
54440377,426,315,4,74.883,2024
54440388,391,240,1,61.637,2024
54440399,1391,866,13,63.192,2024
54440401,256,150,3,59.766,2024
54440412,501,383,3,77.046,2024
54440423,254,184,2,73.228,2024
54470044,484,300,3,62.603,2024
54470077,397,243,4,62.217,2024
54470088,2231,1117,13,50.65,2024
54470099,1046,580,7,56.119,2024
54470112,1596,803,9,50.877,2024
54470156,1664,1100,8,66.587,2024
54470167,392,233,3,60.204,2024
54470178,632,374,3,59.652,2024
54470189,508,311,4,62.008,2024
54470190,562,359,2,64.235,2024
54470202,459,312,12,70.588,2024
54470213,817,567,7,70.257,2024
54100011,1614,924,11,57.931,2024
54100022,1527,946,32,64.047,2024
54100033,2099,1313,15,63.268,2024
54100044,988,575,2,58.401,2024
54100055,113,76,0,67.257,2024
54310014,2228,1279,18,58.214,2024
54310025,709,446,1,63.047,2024
54340017,1936,1319,16,68.957,2024
54340028,1509,771,2,51.226,2024
54340039,997,666,9,67.703,2024
54340040,1704,1032,15,61.444,2024
54340051,2057,1459,11,71.463,2024
54340062,778,535,13,70.437,2024
54340073,2389,1595,2,66.848,2024
54340084,2895,1594,0,55.06,2024
54340095,686,452,2,66.181,2024
54350018,1252,764,11,61.901,2024
54350029,1340,830,7,62.463,2024
54350030,1027,643,13,63.875,2024
54360019,1465,793,4,54.403,2024
54360020,293,172,3,59.727,2024
54360031,362,180,1,50.0,2024
54360042,280,181,3,65.714,2024
54360053,556,275,9,51.079,2024
54360064,1425,754,8,53.474,2024
54360075,644,303,1,47.205,2024
54360086,1202,661,10,55.824,2024
54360097,1703,944,21,56.665,2024
54360109,529,289,5,55.577,2024
54360110,1067,619,9,58.857,2024
54360121,128,86,5,71.094,2024
54410060,95,37,0,38.947,2024
54460010,202,114,6,59.406,2024
54460021,171,102,1,60.234,2024
54460032,145,80,2,56.552,2024
54460043,402,251,1,62.687,2024
54460076,193,93,5,50.777,2024
54460087,156,105,2,68.59,2024
54470011,147,62,2,43.537,2024
54470055,207,100,0,48.309,2024
54470134,370,207,1,56.216,2024
54470145,260,135,1,52.308,2024
54300013,2203,1303,15,59.828,2024
54300024,1693,1288,12,76.787,2024
54330016,2166,1199,1,55.402,2024
54330027,1103,545,8,50.136,2024
54330038,2740,1523,1,55.62,2024
54330049,2201,1416,5,64.562,2024
54330050,1144,628,11,55.857,2024
54330061,1780,966,15,55.112,2024
54330072,2592,1443,9,56.019,2024
54330094,1355,743,9,55.498,2024
54330106,1913,1105,8,58.181,2024
54330117,2094,1244,17,60.22,2024
54330128,1186,659,9,56.324,2024
54330139,2005,1116,14,56.359,2024
54330140,833,505,4,61.104,2024
54330151,2867,1719,29,60.97,2024
54330162,1679,1003,15,60.631,2024
54330173,1146,840,7,73.909,2024
54330184,1440,953,14,67.153,2024
54330195,482,282,2,58.921,2024
54330207,826,467,6,57.264,2024
54330218,886,596,0,67.269,2024
54330229,1051,622,9,60.038,2024
54330230,1695,872,9,51.976,2024
54330241,1128,1025,0,90.869,2024
54380033,229,133,1,58.515,2024
54410059,330,198,1,60.303,2024
54450019,1212,591,7,49.34,2024
54450020,346,192,0,55.491,2024
54450031,376,178,1,47.606,2024
54450053,297,150,1,50.842,2024
54450064,963,466,13,49.74,2024
54450075,2174,1241,15,57.774,2024
54450086,548,354,4,65.328,2024
54450143,261,112,4,44.444,2024
54450154,297,141,1,47.811,2024
54450165,173,39,0,22.543,2024
54450176,208,94,1,45.673,2024
54450187,2449,1387,26,57.697,2024
54450198,106,60,1,57.547,2024
54450200,189,125,0,66.138,2024
54450211,2357,1285,19,55.325,2024
54450222,313,205,4,66.773,2024
54130014,1219,694,20,58.573,2024
54130025,946,499,17,54.545,2024
54130036,1481,857,11,58.609,2024
54130047,1845,938,12,51.491,2024
54130070,1477,824,13,56.669,2024
54130081,948,560,8,59.916,2024
54130092,669,374,3,56.353,2024
54130104,868,519,11,61.06,2024
54130115,545,335,3,62.018,2024
54130126,560,335,8,61.25,2024
54130137,767,466,6,61.538,2024
54130148,563,333,5,60.036,2024
54130159,612,413,3,67.974,2024
54130160,649,394,7,61.787,2024
54130171,100,70,2,72.0,2024
54130182,625,425,3,68.48,2024
54240016,1725,1030,9,60.232,2024
54240027,511,319,6,63.601,2024
54240038,1535,884,16,58.632,2024
54240049,94,59,0,62.766,2024
54250017,728,383,3,53.022,2024
54250028,1565,909,9,58.658,2024
54370021,56,33,2,62.5,2024
54370032,1035,612,5,59.614,2024
54370054,192,91,0,47.396,2024
54370065,86,29,0,33.721,2024
54370076,97,48,2,51.546,2024
54370087,46,31,0,67.391,2024
54370098,99,56,0,56.566,2024
54450042,322,145,1,45.342,2024
54140015,2122,968,6,45.9,2024
54140026,1065,619,4,58.498,2024
54140037,1403,842,18,61.297,2024
54140048,2025,1202,5,59.605,2024
54140059,2177,1326,19,61.782,2024
54140060,1471,895,14,61.795,2024
54140071,1724,1416,17,83.121,2024
54140082,2874,1945,16,68.232,2024
54140093,1945,1091,7,56.452,2024
54140105,3046,2118,3,69.632,2024
54140116,1297,723,10,56.515,2024
54140127,1414,891,11,63.791,2024
54140138,2833,1910,26,68.337,2024
54140149,965,618,5,64.56,2024
54140150,2260,1347,16,60.31,2024
54140161,735,729,7,100.136,2024
54140172,674,449,2,66.914,2024
54140183,179,166,4,94.972,2024
54260018,3463,2620,2,75.715,2024
54260029,2524,1462,4,58.082,2024
54260041,2305,1547,7,67.419,2024
54260052,3719,2649,8,71.444,2024
54260063,3187,2012,16,63.634,2024
54260074,1935,1107,1,57.261,2024
54260085,3497,2137,11,61.424,2024
54260096,2184,1315,6,60.485,2024
54260108,1951,1089,8,56.228,2024
54260119,1549,1009,11,65.849,2024
54260120,1800,947,15,53.444,2024
54260131,1300,627,9,48.923,2024
54260142,1299,739,12,57.814,2024
54260153,2271,1158,23,52.004,2024
54260175,2246,977,16,44.212,2024
54260186,1919,1038,10,54.612,2024
54260197,1771,703,17,40.655,2024
54260209,883,429,9,49.604,2024
54260210,2138,957,10,45.229,2024
54260221,2124,1234,23,59.181,2024
54260232,2411,1262,10,52.758,2024
54260243,1076,631,10,59.572,2024
54260254,1778,1011,6,57.199,2024
54260265,1879,832,2,44.385,2024
54260287,2441,1023,9,42.278,2024
54260298,1784,1010,10,57.175,2024
54260300,3723,1799,26,49.02,2024
54260311,1276,737,6,58.229,2024
54260333,1390,797,22,58.921,2024
54260344,601,360,3,60.399,2024
54260355,1191,648,7,54.996,2024
54260366,952,548,1,57.668,2024
54260377,1490,955,9,64.698,2024
54260388,1570,1203,10,77.261,2024
54260399,2453,938,12,38.728,2024
54260401,1230,677,12,56.016,2024
54260412,1582,874,9,55.815,2024
54260423,636,453,2,71.541,2024
54260434,2460,1486,0,60.407,2024
54260445,2925,2119,2,72.513,2024
54260456,1282,712,7,56.084,2024
54260467,1360,810,7,60.074,2024
54260478,1112,648,2,58.453,2024
54260490,639,369,1,57.903,2024
54260502,459,340,2,74.51,2024
54260513,1710,860,1,50.351,2024
54260524,694,467,2,67.579,2024
54260535,1655,786,20,48.701,2024
54260546,695,519,0,74.676,2024
54260557,312,227,2,73.397,2024
54280010,1486,954,3,64.401,2024
54280021,2117,1250,10,59.518,2024
54280032,2224,1515,23,69.155,2024
54280043,2103,1111,37,54.589,2024
54280065,1002,584,1,58.383,2024
54280076,2765,1253,10,45.678,2024
54280098,551,345,1,62.795,2024
54280100,943,536,2,57.052,2024
54280111,562,345,7,62.633,2024
54280122,275,244,2,89.455,2024
54380011,428,289,3,68.224,2024
54380044,332,188,3,57.53,2024
54380055,282,178,2,63.83,2024
54380066,192,65,1,34.375,2024
54380077,223,132,0,59.193,2024
54420038,326,170,3,53.067,2024
54420049,130,70,0,53.846,2024
54420050,435,212,0,48.736,2024
54420072,1076,754,9,70.911,2024
54420083,284,145,4,52.465,2024
54420106,2322,1471,11,63.824,2024
54420128,217,70,0,32.258,2024
54420139,2203,967,10,44.349,2024
54420140,2177,1013,14,47.175,2024
54420151,534,260,6,49.813,2024
54420162,1347,728,17,55.308,2024
54420173,99,73,0,73.737,2024
54420184,1152,600,17,53.559,2024
54420195,914,543,1,59.519,2024
54420207,128,83,9,71.875,2024
54450097,244,51,0,20.902,2024
54190010,1918,907,12,47.914,2024
54190021,2642,1518,12,57.911,2024
54190032,1524,893,3,58.793,2024
54190043,2455,1326,16,54.664,2024
54190054,2050,1129,16,55.854,2024
54190065,1169,658,5,56.715,2024
54190076,2013,1119,12,56.185,2024
54190087,2375,1292,22,55.326,2024
54190098,1497,961,8,64.729,2024
54190100,1304,728,7,56.365,2024
54190111,1828,994,70,58.206,2024
54190122,1789,1234,0,68.977,2024
54190133,1003,574,20,59.222,2024
54190144,2027,1258,11,62.605,2024
54190155,1346,567,0,42.125,2024
54400014,796,454,2,57.286,2024
54400036,1309,893,1,68.296,2024
54400047,397,216,5,55.668,2024
54400058,219,94,2,43.836,2024
54400069,185,48,0,25.946,2024
54400070,621,315,2,51.047,2024
54400081,273,128,0,46.886,2024
54400092,438,217,0,49.543,2024
54400104,2537,1389,22,55.617,2024
54400126,865,467,7,54.798,2024
54400137,882,519,5,59.41,2024
54400148,492,410,2,83.74,2024
54420016,376,163,0,43.351,2024
54270019,3252,1335,23,41.759,2024
54270020,2259,1312,7,58.389,2024
54270031,3746,2431,28,65.643,2024
54270042,1366,805,26,60.835,2024
54270053,2713,1551,16,57.759,2024
54270064,856,622,0,72.664,2024
54270075,788,559,6,71.701,2024
54270086,380,279,0,73.421,2024
54430028,899,350,14,40.489,2024
54430039,635,300,1,47.402,2024
54430040,234,113,6,50.855,2024
54430051,1904,1058,11,56.145,2024
54430062,1745,1108,13,64.241,2024
54430073,368,162,1,44.293,2024
54430084,490,199,3,41.224,2024
54430095,1438,836,12,58.971,2024
54430107,322,273,7,86.957,2024
54630019,3909,2123,29,55.052,2024
54630020,2352,1421,12,60.927,2024
54630031,2988,2272,7,76.272,2024
54630042,2236,1086,7,48.882,2024
54630053,2035,1237,28,62.162,2024
54630064,1460,642,7,44.452,2024
54630086,602,469,4,78.571,2024
54650011,3959,2533,26,64.638,2024
54650022,2375,1507,3,63.579,2024
54650033,3646,2558,3,70.241,2024
54650044,4076,1541,3,37.88,2024
54650055,2705,1419,16,53.05,2024
54650066,2601,1535,8,59.323,2024
54650077,1838,1279,3,69.75,2024
54650088,2633,1269,9,48.538,2024
54650099,2431,1485,8,61.415,2024
54650101,2889,1825,8,63.448,2024
54650112,2200,1350,22,62.364,2024
54650123,5298,3542,14,67.12,2024
54650145,1950,1299,9,67.077,2024
54650156,3994,2151,32,54.657,2024
54650167,2221,1065,10,48.402,2024
54650178,1989,1200,2,60.432,2024
54650189,1503,818,12,55.223,2024
54650190,2605,1515,20,58.925,2024
54650202,1868,946,0,50.642,2024
54650213,1582,869,5,55.247,2024
54650224,2535,1390,16,55.464,2024
54650235,1861,771,12,42.074,2024
54650246,3487,2154,21,62.375,2024
54650257,2296,1523,23,67.334,2024
54650268,1349,858,6,64.047,2024
54650279,1386,794,7,57.792,2024
54650280,1496,910,9,61.43,2024
54650291,1543,758,4,49.384,2024
54650303,1858,732,8,39.828,2024
54650314,903,484,2,53.821,2024
54650336,2390,1537,9,64.686,2024
54650347,1788,911,21,52.125,2024
54650358,1903,1032,1,54.283,2024
54650369,2401,1803,8,75.427,2024
54650370,1321,604,7,46.253,2024
54650381,2145,726,2,33.939,2024
54650392,2388,1275,10,53.811,2024
54650404,733,470,4,64.666,2024
54650415,1890,1062,0,56.19,2024
54650426,2767,1425,14,52.006,2024
54650437,2077,1301,6,62.927,2024
54650448,4212,2119,33,51.092,2024
54650459,1493,758,5,51.105,2024
54650460,488,457,2,94.057,2024
54650471,1070,589,9,55.888,2024
54650482,3019,1145,17,38.49,2024
54650493,697,345,2,49.785,2024
54650505,1771,997,17,57.256,2024
54650516,3224,1449,5,45.099,2024
54650527,2515,1649,13,66.083,2024
54650538,474,299,5,64.135,2024
54650549,1381,591,10,43.519,2024
54650550,578,409,3,71.28,2024
54650561,1038,589,8,57.514,2024
54650572,706,551,2,78.329,2024
54650583,1402,796,6,57.204,2024
54650594,2186,972,16,45.197,2024
54650606,572,403,1,70.629,2024
54650617,3261,1500,12,46.366,2024
54650628,3276,1520,13,46.795,2024
54650639,1453,1065,0,73.297,2024
54650640,933,612,0,65.595,2024
54650651,996,580,2,58.434,2024
54650662,2474,1578,4,63.945,2024
54650673,1020,556,4,54.902,2024
54650684,1087,589,2,54.37,2024
54650695,993,696,4,70.493,2024
54650718,1099,717,6,65.787,2024
54650729,474,332,0,70.042,2024
54650730,924,642,2,69.697,2024
54650741,687,527,0,76.71,2024
54650752,1090,889,1,81.651,2024
54650763,2548,1328,9,52.473,2024
54650774,1667,1182,4,71.146,2024
54650785,764,453,5,59.948,2024
54650796,1489,893,10,60.645,2024
54650808,771,574,4,74.968,2024
54650819,894,698,2,78.3,2024
54650820,750,479,14,65.733,2024
54650831,712,520,2,73.315,2024
54650842,818,633,14,79.095,2024
54650853,1642,995,8,61.084,2024
54650864,562,349,4,62.811,2024
54650875,24,19,0,79.167,2024
54650886,117,84,2,73.504,2024
54650897,673,797,7,119.465,2024
54700017,441,242,2,55.329,2024
54700028,864,283,3,33.102,2024
54700039,249,90,0,36.145,2024
54700051,2892,1117,23,39.419,2024
54700073,589,310,3,53.141,2024
54700084,965,489,3,50.984,2024
54700095,1100,412,2,37.636,2024
54700118,1030,646,9,63.592,2024
54700129,487,296,2,61.191,2024
54700130,409,265,0,64.792,2024
54530018,1197,518,8,43.943,2024
54530029,2821,1528,8,54.449,2024
54530030,2248,1122,10,50.356,2024
54530041,1578,908,8,58.048,2024
54530052,3439,1910,26,56.295,2024
54600016,1757,1092,9,62.664,2024
54600027,2839,2084,5,73.582,2024
54600038,3194,1818,35,58.015,2024
54600049,1418,974,3,68.9,2024
54600050,2546,1592,1,62.569,2024
54600061,2203,1020,26,47.481,2024
54600072,2596,1389,44,55.2,2024
54600083,1964,1084,11,55.754,2024
54600094,2323,1286,20,56.22,2024
54600106,2858,1546,21,54.829,2024
54600117,674,437,3,65.282,2024
54600128,1819,1057,10,58.659,2024
54600139,1683,913,6,54.605,2024
54600140,5681,3627,13,64.073,2024
54600151,2061,1450,1,70.403,2024
54600162,3461,1735,5,50.274,2024
54600173,1826,1141,2,62.596,2024
54600184,2348,1079,22,46.891,2024
54600195,2723,1398,19,52.038,2024
54600207,2926,1198,17,41.524,2024
54600218,2433,1332,90,58.446,2024
54600229,2466,1324,0,53.69,2024
54600230,1506,1127,0,74.834,2024
54600241,1471,888,12,61.183,2024
54600252,3629,1993,25,55.608,2024
54600263,1186,726,4,61.551,2024
54600274,779,403,6,52.503,2024
54600285,1208,700,3,58.195,2024
54600296,990,646,3,65.556,2024
54600308,999,692,4,69.67,2024
54600319,1915,895,45,49.086,2024
54600320,1751,1304,6,74.814,2024
54600331,664,435,5,66.265,2024
54600342,1104,821,6,74.909,2024
54600353,1259,882,11,70.929,2024
54680025,1468,636,12,44.142,2024
54680058,821,283,7,35.323,2024
54680069,582,196,0,33.677,2024
54680070,2664,1279,7,48.273,2024
54680081,2050,1012,10,49.854,2024
54680092,536,287,5,54.478,2024
54680104,343,227,1,66.472,2024
54680126,433,176,1,40.878,2024
54680148,2686,1260,21,47.692,2024
54680159,545,244,6,45.872,2024
54680238,2076,1557,2,75.096,2024
54680261,2258,1031,19,46.501,2024
54680272,2282,912,12,40.491,2024
54680283,236,147,5,64.407,2024
54680294,387,124,0,32.041,2024
54680306,634,395,4,62.934,2024
54680317,555,554,8,101.261,2024
54680328,975,533,5,55.179,2024
54680395,958,609,9,64.509,2024
54680407,506,344,6,69.17,2024
54680429,1096,751,10,69.434,2024
54680430,1987,1139,26,58.631,2024
54680441,2367,1548,17,66.117,2024
54680452,1937,1413,7,73.309,2024
54680463,355,204,4,58.592,2024
54680474,503,415,2,82.903,2024
54680485,802,634,19,81.421,2024
54490013,1966,1100,14,56.663,2024
54490024,949,547,4,58.061,2024
54490035,802,417,2,52.244,2024
54490046,859,484,10,57.509,2024
54490057,2533,1537,25,61.666,2024
54490068,693,469,1,67.821,2024
54490080,672,416,6,62.798,2024
54490091,508,310,1,61.22,2024
54500015,1954,1220,14,63.153,2024
54500026,655,421,1,64.427,2024
54500037,822,520,5,63.869,2024
54550010,1121,605,6,54.505,2024
54550021,950,596,4,63.158,2024
54550032,1785,1078,3,60.56,2024
54640010,1760,1033,5,58.977,2024
54640021,882,504,0,57.143,2024
54640032,1181,664,7,56.816,2024
54660023,211,125,1,59.716,2024
54660034,95,41,2,45.263,2024
54660045,112,50,0,44.643,2024
54660067,975,553,6,57.333,2024
54660078,199,114,2,58.291,2024
54660090,121,63,1,52.893,2024
54660102,461,250,12,56.833,2024
54660113,413,255,0,61.743,2024
54660124,116,60,3,54.31,2024
54660135,94,43,5,51.064,2024
54660146,128,86,2,68.75,2024
54660157,264,37,1,14.394,2024
54660168,385,287,0,74.545,2024
54660179,360,239,6,68.056,2024
54660180,133,78,0,58.647,2024
54660191,285,179,1,63.158,2024
54660203,404,255,6,64.604,2024
54660214,129,94,1,73.643,2024
54680036,448,214,2,48.214,2024
54680160,146,50,2,35.616,2024
54680171,405,218,9,56.049,2024
54680249,171,89,0,52.047,2024
54680340,197,111,0,56.345,2024
54690015,125,71,0,56.8,2024
54690026,163,50,0,30.675,2024
54690037,326,140,4,44.172,2024
54690048,207,74,0,35.749,2024
54540019,1531,840,12,55.65,2024
54540020,1390,656,11,47.986,2024
54540042,1583,824,14,52.937,2024
54540053,1191,603,13,51.721,2024
54540064,1270,714,12,57.165,2024
54540075,1902,867,6,45.899,2024
54540086,1225,630,8,52.082,2024
54540097,2116,1129,12,53.922,2024
54540109,1355,753,10,56.31,2024
54540110,977,517,3,53.224,2024
54540121,1949,954,14,49.666,2024
54540132,2456,1295,16,53.379,2024
54540143,1199,583,4,48.957,2024
54540154,2974,1640,22,55.884,2024
54540165,1653,954,10,58.318,2024
54540176,204,72,2,36.275,2024
54540187,1429,790,7,55.773,2024
54540198,1118,566,11,51.61,2024
54540200,1867,952,16,51.848,2024
54540211,1694,840,13,50.354,2024
54540222,1491,760,10,51.643,2024
54540233,1142,558,9,49.65,2024
54540299,2594,1470,25,57.633,2024
54540301,1081,490,4,45.698,2024
54540312,637,370,2,58.399,2024
54540334,2297,1141,13,50.239,2024
54540356,1708,865,21,51.874,2024
54540367,472,273,3,58.475,2024
54540378,175,49,0,28.0,2024
54540389,999,508,8,51.652,2024
54540390,2133,1103,13,52.321,2024
54540402,1247,687,8,55.734,2024
54540413,389,260,5,68.123,2024
54540424,1265,756,13,60.791,2024
54540435,1619,878,13,55.034,2024
54540446,1339,768,20,58.85,2024
54540457,1038,570,10,55.877,2024
54540468,854,451,6,53.513,2024
54540479,1127,642,6,57.498,2024
54540491,1155,738,7,64.502,2024
54540503,368,204,2,55.978,2024
54540514,1222,756,8,62.52,2024
54540536,602,359,4,60.299,2024
54540547,787,446,8,57.687,2024
54540558,1330,809,10,61.579,2024
54540569,1284,803,13,63.551,2024
54540570,1034,580,14,57.447,2024
54540581,964,523,7,54.979,2024
54540592,920,551,12,61.196,2024
54540615,669,376,5,56.951,2024
54540626,510,307,2,60.588,2024
54540637,490,264,3,54.49,2024
54540648,1057,593,8,56.859,2024
54540659,673,427,12,65.23,2024
54540660,853,458,4,54.162,2024
54540671,1015,573,6,57.044,2024
54540682,664,338,5,51.657,2024
54540693,966,611,7,63.975,2024
54540705,1929,1247,22,65.785,2024
54540716,1484,809,20,55.863,2024
54540727,776,436,7,57.088,2024
54540738,747,466,3,62.784,2024
54540749,1083,638,4,59.28,2024
54540750,843,446,3,53.262,2024
54540761,1205,654,13,55.353,2024
54540772,1360,861,3,63.529,2024
54540783,1095,640,2,58.63,2024
54540794,1031,611,12,60.427,2024
54540806,2355,1486,17,63.822,2024
54540817,1154,626,11,55.199,2024
54540828,190,67,1,35.789,2024
54540839,1130,802,8,71.681,2024
54540840,918,531,10,58.932,2024
54540862,708,412,4,58.757,2024
54540873,130,55,0,42.308,2024
54540884,1348,761,7,56.973,2024
54540895,721,366,5,51.456,2024
54540907,1185,706,3,59.831,2024
