voting_district,municipality_code_2021,municipality_name_2021,registered_voters,turnout_forecast
54550010,MP314,MP314 - Emakhazeni,1077.0,41.594
54550021,MP314,MP314 - Emakhazeni,984.0,48.453
54550032,MP314,MP314 - Emakhazeni,1525.0,52.591
54570012,MP316,MP316 - Dr JS Moroka,1357.0,46.116
54570034,MP316,MP316 - Dr JS Moroka,1018.0,42.071
54570045,MP316,MP316 - Dr JS Moroka,743.0,44.016
54570056,MP316,MP316 - Dr JS Moroka,575.0,47.696
54570067,MP316,MP316 - Dr JS Moroka,984.0,44.614
54570089,MP316,MP316 - Dr JS Moroka,1069.0,49.62
54570090,MP316,MP316 - Dr JS Moroka,778.0,46.089
54570102,MP316,MP316 - Dr JS Moroka,837.0,52.755
54570113,MP316,MP316 - Dr JS Moroka,946.0,47.153
54570124,MP316,MP316 - Dr JS Moroka,1152.0,48.092
54570135,MP316,MP316 - Dr JS Moroka,1919.0,51.278
54570146,MP316,MP316 - Dr JS Moroka,1043.0,49.149
54570168,MP316,MP316 - Dr JS Moroka,490.0,50.588
54570179,MP316,MP316 - Dr JS Moroka,1307.0,43.873
54570180,MP316,MP316 - Dr JS Moroka,1014.0,46.34
54570191,MP316,MP316 - Dr JS Moroka,992.0,44.022
54570203,MP316,MP316 - Dr JS Moroka,569.0,43.897
54570214,MP316,MP316 - Dr JS Moroka,925.0,43.821
54570225,MP316,MP316 - Dr JS Moroka,1134.0,44.776
54570236,MP316,MP316 - Dr JS Moroka,1410.0,43.983
54570247,MP316,MP316 - Dr JS Moroka,1060.0,48.31
54570258,MP316,MP316 - Dr JS Moroka,1451.0,42.92
54570269,MP316,MP316 - Dr JS Moroka,1020.0,48.9
54570270,MP316,MP316 - Dr JS Moroka,1057.0,49.83
54570281,MP316,MP316 - Dr JS Moroka,953.0,48.38
54570292,MP316,MP316 - Dr JS Moroka,780.0,49.375
54570304,MP316,MP316 - Dr JS Moroka,499.0,48.793
54570315,MP316,MP316 - Dr JS Moroka,702.0,47.778
54570326,MP316,MP316 - Dr JS Moroka,1443.0,51.731
54570337,MP316,MP316 - Dr JS Moroka,307.0,51.793
54570348,MP316,MP316 - Dr JS Moroka,363.0,50.672
54570359,MP316,MP316 - Dr JS Moroka,1166.0,49.086
54570360,MP316,MP316 - Dr JS Moroka,881.0,53.927
54570371,MP316,MP316 - Dr JS Moroka,865.0,49.55
54570393,MP316,MP316 - Dr JS Moroka,272.0,44.937
54570405,MP316,MP316 - Dr JS Moroka,732.0,51.295
54570416,MP316,MP316 - Dr JS Moroka,387.0,54.391
54570427,MP316,MP316 - Dr JS Moroka,564.0,40.987
54570438,MP316,MP316 - Dr JS Moroka,449.0,54.271
54580013,MP316,MP316 - Dr JS Moroka,1108.0,50.755
54580035,MP316,MP316 - Dr JS Moroka,1997.0,49.099
54580046,MP316,MP316 - Dr JS Moroka,1492.0,44.264
54580057,MP316,MP316 - Dr JS Moroka,1129.0,46.358
54580068,MP316,MP316 - Dr JS Moroka,1503.0,50.731
54580079,MP316,MP316 - Dr JS Moroka,1658.0,45.666
54580080,MP316,MP316 - Dr JS Moroka,1752.0,44.703
54580091,MP316,MP316 - Dr JS Moroka,1379.0,52.199
54580103,MP316,MP316 - Dr JS Moroka,934.0,50.125
54580114,MP316,MP316 - Dr JS Moroka,423.0,58.364
54580125,MP316,MP316 - Dr JS Moroka,717.0,47.987
54580136,MP316,MP316 - Dr JS Moroka,1664.0,45.522
54580158,MP316,MP316 - Dr JS Moroka,1336.0,50.292
54580169,MP316,MP316 - Dr JS Moroka,1378.0,53.659
54580181,MP315,MP315 - Thembisile Hani,513.0,43.488
54580192,MP316,MP316 - Dr JS Moroka,1295.0,47.822
54580204,MP316,MP316 - Dr JS Moroka,1095.0,48.592
54580215,MP316,MP316 - Dr JS Moroka,1168.0,50.69
54580226,MP316,MP316 - Dr JS Moroka,81.0,39.742
54580237,MP316,MP316 - Dr JS Moroka,929.0,48.499
54580248,MP316,MP316 - Dr JS Moroka,745.0,50.787
54580259,MP316,MP316 - Dr JS Moroka,703.0,50.558
54580260,MP316,MP316 - Dr JS Moroka,1163.0,51.077
54580271,MP316,MP316 - Dr JS Moroka,1211.0,51.188
54580282,MP316,MP316 - Dr JS Moroka,735.0,53.059
54580293,MP316,MP316 - Dr JS Moroka,502.0,53.942
54580305,MP316,MP316 - Dr JS Moroka,561.0,52.505
54580316,MP316,MP316 - Dr JS Moroka,776.0,53.884
54580327,MP316,MP316 - Dr JS Moroka,16.0,36.232
54590014,MP316,MP316 - Dr JS Moroka,1382.0,49.072
54590025,MP316,MP316 - Dr JS Moroka,1536.0,49.828
54590036,MP316,MP316 - Dr JS Moroka,1637.0,51.482
54590047,MP316,MP316 - Dr JS Moroka,1429.0,49.568
54590058,MP316,MP316 - Dr JS Moroka,1960.0,48.357
54590069,MP316,MP316 - Dr JS Moroka,1291.0,50.91
54590070,MP316,MP316 - Dr JS Moroka,1490.0,54.251
54590081,MP316,MP316 - Dr JS Moroka,1050.0,53.576
54590092,MP316,MP316 - Dr JS Moroka,1492.0,43.667
54590104,MP316,MP316 - Dr JS Moroka,1058.0,50.041
54590115,MP316,MP316 - Dr JS Moroka,1490.0,54.405
54590126,MP316,MP316 - Dr JS Moroka,1640.0,56.766
54590137,MP316,MP316 - Dr JS Moroka,1663.0,50.603
54590148,MP316,MP316 - Dr JS Moroka,1288.0,50.427
54590159,MP316,MP316 - Dr JS Moroka,1452.0,49.69
54590160,MP316,MP316 - Dr JS Moroka,1300.0,52.361
54590171,MP316,MP316 - Dr JS Moroka,2281.0,47.874
54590182,MP316,MP316 - Dr JS Moroka,1639.0,50.104
54590193,MP316,MP316 - Dr JS Moroka,1295.0,52.923
54590205,MP316,MP316 - Dr JS Moroka,1859.0,48.229
54590216,MP316,MP316 - Dr JS Moroka,1271.0,45.762
54590227,MP316,MP316 - Dr JS Moroka,1782.0,43.31
54590238,MP316,MP316 - Dr JS Moroka,1741.0,45.543
54590250,MP316,MP316 - Dr JS Moroka,1114.0,53.678
54590261,MP316,MP316 - Dr JS Moroka,997.0,51.917
54590272,MP316,MP316 - Dr JS Moroka,1329.0,53.865
54590283,MP316,MP316 - Dr JS Moroka,972.0,58.627
54590294,MP316,MP316 - Dr JS Moroka,467.0,53.156
54590306,MP316,MP316 - Dr JS Moroka,1311.0,47.624
54590328,MP316,MP316 - Dr JS Moroka,1047.0,51.152
54590339,MP316,MP316 - Dr JS Moroka,688.0,51.405
54590340,MP316,MP316 - Dr JS Moroka,1852.0,49.67
54590351,MP316,MP316 - Dr JS Moroka,1149.0,51.123
54590362,MP316,MP316 - Dr JS Moroka,920.0,50.864
54590373,MP316,MP316 - Dr JS Moroka,258.0,41.618
54590384,MP316,MP316 - Dr JS Moroka,1268.0,49.487
54590395,MP316,MP316 - Dr JS Moroka,513.0,50.691
54590407,MP316,MP316 - Dr JS Moroka,696.0,53.869
54590418,MP316,MP316 - Dr JS Moroka,651.0,50.453
54590429,MP316,MP316 - Dr JS Moroka,1151.0,53.829
54590430,MP316,MP316 - Dr JS Moroka,923.0,53.65
54590441,MP316,MP316 - Dr JS Moroka,895.0,49.523
54590452,MP316,MP316 - Dr JS Moroka,755.0,50.721
54590463,MP316,MP316 - Dr JS Moroka,824.0,51.165
54590474,MP316,MP316 - Dr JS Moroka,438.0,51.155
54590485,MP316,MP316 - Dr JS Moroka,603.0,50.933
54590496,MP316,MP316 - Dr JS Moroka,514.0,51.668
54590508,MP316,MP316 - Dr JS Moroka,1042.0,52.926
54590519,MP316,MP316 - Dr JS Moroka,753.0,61.083
54590520,MP316,MP316 - Dr JS Moroka,554.0,39.317
54600016,MP313,MP313 - Steve Tshwete,1574.0,57.579
54600027,MP313,MP313 - Steve Tshwete,2452.0,51.25
54600038,MP313,MP313 - Steve Tshwete,3081.0,41.006
54600049,MP313,MP313 - Steve Tshwete,1506.0,52.135
54600050,MP313,MP313 - Steve Tshwete,2171.0,45.497
54600061,MP313,MP313 - Steve Tshwete,2550.0,38.735
54600072,MP313,MP313 - Steve Tshwete,2675.0,39.915
54600083,MP313,MP313 - Steve Tshwete,2120.0,39.45
54600094,MP313,MP313 - Steve Tshwete,2243.0,45.299
54600106,MP313,MP313 - Steve Tshwete,2817.0,41.945
54600117,MP313,MP313 - Steve Tshwete,664.0,42.883
54600128,MP313,MP313 - Steve Tshwete,1879.0,47.036
54600139,MP313,MP313 - Steve Tshwete,1756.0,43.909
54600140,MP313,MP313 - Steve Tshwete,4990.0,52.419
54600151,MP313,MP313 - Steve Tshwete,2126.0,51.492
54600162,MP313,MP313 - Steve Tshwete,3033.0,42.522
54600173,MP313,MP313 - Steve Tshwete,1923.0,48.29
54600184,MP313,MP313 - Steve Tshwete,2234.0,41.209
54600195,MP313,MP313 - Steve Tshwete,2945.0,37.423
54600207,MP313,MP313 - Steve Tshwete,3009.0,41.456
54600218,MP313,MP313 - Steve Tshwete,2128.0,44.388
54600229,MP313,MP313 - Steve Tshwete,2315.0,43.92
54600230,MP313,MP313 - Steve Tshwete,1394.0,57.96
54600241,MP313,MP313 - Steve Tshwete,1397.0,47.839
54600252,MP313,MP313 - Steve Tshwete,4416.0,35.232
54600263,MP313,MP313 - Steve Tshwete,1154.0,48.052
54600274,MP313,MP313 - Steve Tshwete,816.0,44.94
54600285,MP313,MP313 - Steve Tshwete,1030.0,47.969
54600296,MP313,MP313 - Steve Tshwete,817.0,51.754
54600308,MP313,MP313 - Steve Tshwete,893.0,56.271
54600319,MP313,MP313 - Steve Tshwete,1590.0,41.466
54600320,MP313,MP313 - Steve Tshwete,1588.0,54.763
54600331,MP313,MP313 - Steve Tshwete,537.0,45.542
54600342,MP313,MP313 - Steve Tshwete,925.0,49.663
54600353,MP313,MP313 - Steve Tshwete,206.0,59.828
54610028,MP315,MP315 - Thembisile Hani,1620.0,42.084
54610039,MP315,MP315 - Thembisile Hani,1372.0,39.471
54610040,MP315,MP315 - Thembisile Hani,1373.0,43.971
54610051,MP315,MP315 - Thembisile Hani,1463.0,45.634
54610062,MP315,MP315 - Thembisile Hani,1427.0,39.117
54610073,MP315,MP315 - Thembisile Hani,1545.0,42.066
54610084,MP315,MP315 - Thembisile Hani,1951.0,49.054
54610095,MP315,MP315 - Thembisile Hani,963.0,42.61
54610107,MP315,MP315 - Thembisile Hani,1690.0,45.204
54610118,MP315,MP315 - Thembisile Hani,1480.0,43.037
54610129,MP315,MP315 - Thembisile Hani,1187.0,46.979
54610141,MP315,MP315 - Thembisile Hani,1673.0,47.53
54610152,MP315,MP315 - Thembisile Hani,1465.0,48.866
54610163,MP315,MP315 - Thembisile Hani,1692.0,41.771
54610174,MP315,MP315 - Thembisile Hani,1254.0,47.974
54610185,MP315,MP315 - Thembisile Hani,1579.0,50.374
54610196,MP315,MP315 - Thembisile Hani,958.0,47.224
54610208,MP315,MP315 - Thembisile Hani,1130.0,48.686
54610219,MP315,MP315 - Thembisile Hani,2006.0,49.34
54610220,MP315,MP315 - Thembisile Hani,63.0,31.183
54610231,MP315,MP315 - Thembisile Hani,1889.0,47.176
54610242,MP315,MP315 - Thembisile Hani,1145.0,43.388
54610253,MP315,MP315 - Thembisile Hani,1871.0,47.43
54610264,MP315,MP315 - Thembisile Hani,1761.0,47.33
54610275,MP315,MP315 - Thembisile Hani,1772.0,47.799
54610286,MP315,MP315 - Thembisile Hani,1094.0,49.048
54610309,MP315,MP315 - Thembisile Hani,1263.0,53.097
54610310,MP315,MP315 - Thembisile Hani,700.0,45.558
54610321,MP315,MP315 - Thembisile Hani,1390.0,53.04
54610332,MP315,MP315 - Thembisile Hani,726.0,51.204
54610343,MP315,MP315 - Thembisile Hani,898.0,58.474
54610354,MP315,MP315 - Thembisile Hani,584.0,43.602
54610365,MP315,MP315 - Thembisile Hani,779.0,56.882
54610376,MP315,MP315 - Thembisile Hani,987.0,51.614
54610411,MP315,MP315 - Thembisile Hani,1159.0,47.619
54610422,MP315,MP315 - Thembisile Hani,1038.0,49.331
54610433,MP315,MP315 - Thembisile Hani,501.0,50.65
54610444,MP315,MP315 - Thembisile Hani,1176.0,51.131
54610455,MP315,MP315 - Thembisile Hani,527.0,46.084
54610466,MP315,MP315 - Thembisile Hani,670.0,48.126
54610477,MP315,MP315 - Thembisile Hani,684.0,48.845
54610488,MP315,MP315 - Thembisile Hani,740.0,52.501
54610499,MP315,MP315 - Thembisile Hani,1349.0,47.252
54610501,MP315,MP315 - Thembisile Hani,791.0,48.58
54610512,MP315,MP315 - Thembisile Hani,630.0,58.412
54610523,MP315,MP315 - Thembisile Hani,404.0,48.285
54610534,MP315,MP315 - Thembisile Hani,97.0,58.055
54610545,MP315,MP315 - Thembisile Hani,547.0,56.918
54610556,MP315,MP315 - Thembisile Hani,728.0,52.454
54610567,MP315,MP315 - Thembisile Hani,261.0,47.116
54610578,MP315,MP315 - Thembisile Hani,569.0,48.778
54610589,MP315,MP315 - Thembisile Hani,554.0,48.852
54610590,MP315,MP315 - Thembisile Hani,450.0,52.784
54610602,MP315,MP315 - Thembisile Hani,720.0,56.541
54620423,MP315,MP315 - Thembisile Hani,820.0,56.725
54630019,MP312,MP312 - Emalahleni,3255.0,35.705
54630020,MP312,MP312 - Emalahleni,2373.0,37.713
54630031,MP312,MP312 - Emalahleni,2887.0,37.975
54630042,MP312,MP312 - Emalahleni,1941.0,39.472
54630053,MP312,MP312 - Emalahleni,2086.0,40.742
54630064,MP312,MP312 - Emalahleni,1183.0,34.82
54630086,MP312,MP312 - Emalahleni,360.0,46.642
54640010,MP314,MP314 - Emakhazeni,1767.0,48.226
54640021,MP314,MP314 - Emakhazeni,872.0,46.45
54640032,MP314,MP314 - Emakhazeni,1134.0,53.469
54650011,MP312,MP312 - Emalahleni,3847.0,48.005
54650022,MP312,MP312 - Emalahleni,2122.0,48.079
54650033,MP312,MP312 - Emalahleni,3425.0,49.469
54650044,MP312,MP312 - Emalahleni,4321.0,34.36
54650055,MP312,MP312 - Emalahleni,2565.0,38.599
54650066,MP312,MP312 - Emalahleni,2397.0,42.679
54650077,MP312,MP312 - Emalahleni,1758.0,50.992
54650088,MP312,MP312 - Emalahleni,2293.0,40.913
54650099,MP312,MP312 - Emalahleni,2499.0,40.761
54650101,MP312,MP312 - Emalahleni,2723.0,39.628
54650112,MP312,MP312 - Emalahleni,2029.0,41.431
54650123,MP312,MP312 - Emalahleni,5290.0,44.944
54650145,MP312,MP312 - Emalahleni,2079.0,39.895
54650156,MP312,MP312 - Emalahleni,3685.0,39.143
54650167,MP312,MP312 - Emalahleni,2215.0,40.203
54650178,MP312,MP312 - Emalahleni,2048.0,41.288
54650189,MP312,MP312 - Emalahleni,1504.0,41.761
54650190,MP312,MP312 - Emalahleni,2574.0,43.223
54650202,MP312,MP312 - Emalahleni,1942.0,38.508
54650213,MP312,MP312 - Emalahleni,1733.0,40.593
54650224,MP312,MP312 - Emalahleni,2530.0,40.828
54650235,MP312,MP312 - Emalahleni,1948.0,37.498
54650246,MP312,MP312 - Emalahleni,3415.0,38.59
54650257,MP312,MP312 - Emalahleni,2211.0,44.674
54650268,MP312,MP312 - Emalahleni,1313.0,38.723
54650279,MP312,MP312 - Emalahleni,1326.0,43.578
54650280,MP312,MP312 - Emalahleni,1418.0,42.756
54650291,MP312,MP312 - Emalahleni,1737.0,33.342
54650303,MP312,MP312 - Emalahleni,2008.0,37.58
54650314,MP312,MP312 - Emalahleni,989.0,36.067
54650336,MP312,MP312 - Emalahleni,2552.0,40.199
54650347,MP312,MP312 - Emalahleni,1925.0,31.322
54650358,MP312,MP312 - Emalahleni,1664.0,43.131
54650369,MP312,MP312 - Emalahleni,2078.0,50.234
54650370,MP312,MP312 - Emalahleni,1346.0,39.834
54650381,MP312,MP312 - Emalahleni,2480.0,28.094
54650392,MP312,MP312 - Emalahleni,2330.0,40.63
54650404,MP312,MP312 - Emalahleni,665.0,43.53
54650415,MP312,MP312 - Emalahleni,1993.0,39.429
54650426,MP312,MP312 - Emalahleni,2560.0,37.469
54650437,MP312,MP312 - Emalahleni,1902.0,42.327
54650448,MP312,MP312 - Emalahleni,3966.0,37.044
54650459,MP312,MP312 - Emalahleni,1429.0,40.776
54650460,MP312,MP312 - Emalahleni,416.0,46.521
54650471,MP312,MP312 - Emalahleni,1028.0,40.588
54650482,MP312,MP312 - Emalahleni,2797.0,32.657
54650493,MP312,MP312 - Emalahleni,792.0,29.45
54650505,MP312,MP312 - Emalahleni,1770.0,42.879
54650516,MP312,MP312 - Emalahleni,2889.0,39.574
54650527,MP312,MP312 - Emalahleni,2238.0,44.788
54650538,MP312,MP312 - Emalahleni,302.0,38.841
54650549,MP312,MP312 - Emalahleni,1522.0,39.866
54650550,MP312,MP312 - Emalahleni,503.0,47.922
54650561,MP312,MP312 - Emalahleni,913.0,46.453
54650572,MP312,MP312 - Emalahleni,609.0,52.334
54650583,MP312,MP312 - Emalahleni,1398.0,43.548
54650594,MP312,MP312 - Emalahleni,1983.0,33.297
54650606,MP312,MP312 - Emalahleni,442.0,41.837
54650617,MP312,MP312 - Emalahleni,3020.0,36.957
54650628,MP312,MP312 - Emalahleni,3235.0,41.631
54650639,MP312,MP312 - Emalahleni,1300.0,52.113
54650640,MP312,MP312 - Emalahleni,881.0,43.654
54650651,MP312,MP312 - Emalahleni,939.0,41.721
54650662,MP312,MP312 - Emalahleni,1990.0,42.723
54650673,MP312,MP312 - Emalahleni,976.0,41.584
54650684,MP312,MP312 - Emalahleni,1001.0,41.228
54650695,MP312,MP312 - Emalahleni,607.0,54.313
54650718,MP312,MP312 - Emalahleni,1004.0,41.697
54650729,MP312,MP312 - Emalahleni,385.0,50.619
54650730,MP312,MP312 - Emalahleni,593.0,46.41
54650741,MP312,MP312 - Emalahleni,610.0,51.487
54650752,MP312,MP312 - Emalahleni,898.0,56.713
54650763,MP312,MP312 - Emalahleni,2467.0,41.004
54650774,MP312,MP312 - Emalahleni,1392.0,47.187
54650785,MP312,MP312 - Emalahleni,767.0,47.732
54650796,MP312,MP312 - Emalahleni,960.0,43.803
54650808,MP312,MP312 - Emalahleni,562.0,47.087
54650819,MP312,MP312 - Emalahleni,434.0,51.33
54650820,MP312,MP312 - Emalahleni,627.0,43.307
54650831,MP312,MP312 - Emalahleni,514.0,38.33
54650842,MP312,MP312 - Emalahleni,300.0,48.915
54650853,MP312,MP312 - Emalahleni,963.0,46.05
54650864,MP312,MP312 - Emalahleni,300.0,55.675
54650875,MP312,MP312 - Emalahleni,11.0,48.361
54650886,MP312,MP312 - Emalahleni,29.0,53.318
54650897,MP312,MP312 - Emalahleni,218.0,55.879
54660012,MP321,MP321 - Thaba Chweu,861.0,48.56
54660023,MP314,MP314 - Emakhazeni,214.0,47.371
54660034,MP314,MP314 - Emakhazeni,103.0,44.659
54660045,MP314,MP314 - Emakhazeni,102.0,45.336
54660067,MP314,MP314 - Emakhazeni,1017.0,47.565
54660078,MP314,MP314 - Emakhazeni,191.0,41.927
54660090,MP314,MP314 - Emakhazeni,158.0,41.421
54660102,MP314,MP314 - Emakhazeni,455.0,48.725
54660113,MP314,MP314 - Emakhazeni,409.0,56.088
54660124,MP314,MP314 - Emakhazeni,121.0,37.822
54660135,MP314,MP314 - Emakhazeni,99.0,40.934
54660146,MP314,MP314 - Emakhazeni,119.0,55.361
54660157,MP314,MP314 - Emakhazeni,296.0,28.556
54660168,MP314,MP314 - Emakhazeni,234.0,54.416
54660179,MP314,MP314 - Emakhazeni,340.0,54.958
54660180,MP314,MP314 - Emakhazeni,137.0,49.632
54660191,MP314,MP314 - Emakhazeni,297.0,56.714
54660203,MP314,MP314 - Emakhazeni,404.0,53.834
54660214,MP314,MP314 - Emakhazeni,94.0,55.759
54680025,MP313,MP313 - Steve Tshwete,1606.0,37.912
54680036,MP314,MP314 - Emakhazeni,479.0,38.033
54680058,MP313,MP313 - Steve Tshwete,912.0,35.849
54680069,MP313,MP313 - Steve Tshwete,636.0,29.874
54680070,MP313,MP313 - Steve Tshwete,2568.0,37.715
54680081,MP313,MP313 - Steve Tshwete,1925.0,37.996
54680092,MP313,MP313 - Steve Tshwete,590.0,44.868
54680104,MP313,MP313 - Steve Tshwete,280.0,49.37
54680115,MP313,MP313 - Steve Tshwete,275.0,43.434
54680126,MP313,MP313 - Steve Tshwete,367.0,38.297
54680148,MP313,MP313 - Steve Tshwete,2045.0,42.384
54680159,MP313,MP313 - Steve Tshwete,649.0,40.512
54680160,MP314,MP314 - Emakhazeni,160.0,42.243
54680171,MP314,MP314 - Emakhazeni,441.0,47.336
54680238,MP313,MP313 - Steve Tshwete,1898.0,51.467
54680249,MP314,MP314 - Emakhazeni,180.0,44.879
54680261,MP313,MP313 - Steve Tshwete,2323.0,31.899
54680272,MP313,MP313 - Steve Tshwete,2197.0,39.193
54680283,MP313,MP313 - Steve Tshwete,230.0,53.211
54680294,MP313,MP313 - Steve Tshwete,461.0,31.794
54680306,MP313,MP313 - Steve Tshwete,580.0,41.856
54680317,MP313,MP313 - Steve Tshwete,542.0,29.086
54680328,MP313,MP313 - Steve Tshwete,869.0,45.5
54680339,MP313,MP313 - Steve Tshwete,176.0,31.2
54680340,MP314,MP314 - Emakhazeni,204.0,50.689
54680395,MP313,MP313 - Steve Tshwete,621.0,60.735
54680407,MP313,MP313 - Steve Tshwete,396.0,38.987
54680418,MP313,MP313 - Steve Tshwete,108.0,52.04
54680429,MP313,MP313 - Steve Tshwete,969.0,53.042
54680430,MP313,MP313 - Steve Tshwete,1484.0,54.132
54680441,MP313,MP313 - Steve Tshwete,1766.0,44.573
54680452,MP313,MP313 - Steve Tshwete,1510.0,43.912
54680463,MP313,MP313 - Steve Tshwete,269.0,42.708
54680474,MP313,MP313 - Steve Tshwete,354.0,60.819
54680485,MP313,MP313 - Steve Tshwete,429.0,52.919
54690015,MP314,MP314 - Emakhazeni,117.0,48.015
54690026,MP314,MP314 - Emakhazeni,169.0,28.39
54690037,MP314,MP314 - Emakhazeni,320.0,34.42
54690048,MP314,MP314 - Emakhazeni,245.0,37.195
54700017,MP312,MP312 - Emalahleni,474.0,41.873
54700028,MP312,MP312 - Emalahleni,667.0,29.165
54700039,MP312,MP312 - Emalahleni,255.0,30.552
54700051,MP312,MP312 - Emalahleni,2716.0,38.923
54700062,MP315,MP315 - Thembisile Hani,158.0,45.026
54700073,MP312,MP312 - Emalahleni,632.0,40.19
54700084,MP312,MP312 - Emalahleni,782.0,27.657
54700095,MP312,MP312 - Emalahleni,1095.0,34.954
54700118,MP312,MP312 - Emalahleni,954.0,44.675
54700129,MP312,MP312 - Emalahleni,456.0,42.501
54700130,MP312,MP312 - Emalahleni,291.0,40.51
54709139,MP315,MP315 - Thembisile Hani,58.0,47.983
54720019,MP326,MP326 - City of Mbombela,2639.0,39.989
54720020,MP326,MP326 - City of Mbombela,2283.0,40.252
54720031,MP326,MP326 - City of Mbombela,1574.0,44.132
54720042,MP326,MP326 - City of Mbombela,1635.0,41.244
54720053,MP326,MP326 - City of Mbombela,1068.0,39.22
54720064,MP326,MP326 - City of Mbombela,1913.0,43.419
54720075,MP326,MP326 - City of Mbombela,978.0,36.374
54720086,MP326,MP326 - City of Mbombela,2323.0,40.388
54720097,MP326,MP326 - City of Mbombela,2732.0,42.684
54720109,MP326,MP326 - City of Mbombela,1363.0,49.534
54720110,MP326,MP326 - City of Mbombela,764.0,45.515
54720121,MP326,MP326 - City of Mbombela,1658.0,41.957
54720132,MP326,MP326 - City of Mbombela,534.0,41.316
54730010,MP321,MP321 - Thaba Chweu,2188.0,42.388
54740011,MP326,MP326 - City of Mbombela,2155.0,42.915
54740022,MP326,MP326 - City of Mbombela,1460.0,38.823
54740033,MP326,MP326 - City of Mbombela,1969.0,34.924
54740044,MP326,MP326 - City of Mbombela,1669.0,35.958
54740055,MP326,MP326 - City of Mbombela,1572.0,38.819
54740066,MP326,MP326 - City of Mbombela,1509.0,41.997
54740077,MP326,MP326 - City of Mbombela,3150.0,34.039
54740088,MP326,MP326 - City of Mbombela,1544.0,40.304
54740099,MP326,MP326 - City of Mbombela,1819.0,40.682
54740101,MP326,MP326 - City of Mbombela,784.0,28.779
54740112,MP326,MP326 - City of Mbombela,326.0,38.246
54740123,MP326,MP326 - City of Mbombela,1102.0,37.451
54740134,MP326,MP326 - City of Mbombela,895.0,45.622
54740145,MP326,MP326 - City of Mbombela,928.0,42.97
54740156,MP326,MP326 - City of Mbombela,851.0,41.046
54740167,MP326,MP326 - City of Mbombela,430.0,41.798
54740178,MP326,MP326 - City of Mbombela,794.0,39.914
54740189,MP326,MP326 - City of Mbombela,975.0,39.479
54740190,MP326,MP326 - City of Mbombela,626.0,42.517
54740202,MP326,MP326 - City of Mbombela,302.0,40.043
54740213,MP326,MP326 - City of Mbombela,637.0,43.632
54740224,MP326,MP326 - City of Mbombela,344.0,41.04
54740235,MP326,MP326 - City of Mbombela,623.0,39.205
54740246,MP326,MP326 - City of Mbombela,486.0,43.029
54740257,MP326,MP326 - City of Mbombela,453.0,40.814
54740268,MP326,MP326 - City of Mbombela,512.0,51.541
54740279,MP326,MP326 - City of Mbombela,182.0,46.534
54740280,MP326,MP326 - City of Mbombela,337.0,46.38
54750012,MP324,MP324 - Nkomazi,2636.0,45.352
54750023,MP324,MP324 - Nkomazi,1727.0,47.867
54750034,MP324,MP324 - Nkomazi,1358.0,50.148
54750045,MP324,MP324 - Nkomazi,1279.0,52.398
54750056,MP324,MP324 - Nkomazi,1444.0,51.908
54750067,MP324,MP324 - Nkomazi,411.0,52.545
54750078,MP324,MP324 - Nkomazi,706.0,50.44
54750089,MP324,MP324 - Nkomazi,409.0,47.947
54760013,MP321,MP321 - Thaba Chweu,2479.0,40.279
54760024,MP321,MP321 - Thaba Chweu,1824.0,35.237
54760035,MP321,MP321 - Thaba Chweu,1173.0,37.826
54760046,MP321,MP321 - Thaba Chweu,2358.0,41.068
54760057,MP321,MP321 - Thaba Chweu,1788.0,40.108
54760068,MP321,MP321 - Thaba Chweu,816.0,44.106
54760079,MP321,MP321 - Thaba Chweu,2170.0,46.9
54760080,MP321,MP321 - Thaba Chweu,1804.0,41.361
54760091,MP321,MP321 - Thaba Chweu,1491.0,45.769
54760103,MP321,MP321 - Thaba Chweu,1596.0,38.039
54760114,MP321,MP321 - Thaba Chweu,1842.0,45.758
54760125,MP321,MP321 - Thaba Chweu,1782.0,50.257
54770014,MP324,MP324 - Nkomazi,1422.0,43.3
54770036,MP324,MP324 - Nkomazi,806.0,51.699
54770047,MP324,MP324 - Nkomazi,277.0,44.775
54770058,MP324,MP324 - Nkomazi,249.0,60.938
54770069,MP324,MP324 - Nkomazi,507.0,59.306
54780015,MP324,MP324 - Nkomazi,1199.0,57.253
54790016,MP326,MP326 - City of Mbombela,2024.0,35.412
54790027,MP326,MP326 - City of Mbombela,1493.0,46.586
54790038,MP326,MP326 - City of Mbombela,1819.0,34.776
54790049,MP326,MP326 - City of Mbombela,2377.0,38.963
54790050,MP326,MP326 - City of Mbombela,1330.0,41.2
54790061,MP326,MP326 - City of Mbombela,1404.0,41.552
54790072,MP326,MP326 - City of Mbombela,1813.0,45.223
54790083,MP326,MP326 - City of Mbombela,1955.0,43.369
54790094,MP326,MP326 - City of Mbombela,4491.0,42.044
54790106,MP326,MP326 - City of Mbombela,1796.0,41.13
54790117,MP326,MP326 - City of Mbombela,2362.0,36.237
54790139,MP326,MP326 - City of Mbombela,3378.0,34.355
54790140,MP326,MP326 - City of Mbombela,2333.0,35.885
54790151,MP326,MP326 - City of Mbombela,2142.0,40.115
54790162,MP326,MP326 - City of Mbombela,2090.0,36.333
54790173,MP326,MP326 - City of Mbombela,1527.0,37.897
54790184,MP326,MP326 - City of Mbombela,1419.0,44.935
54790195,MP326,MP326 - City of Mbombela,844.0,49.67
