voting_district,municipality_code_2021,municipality_name_2021,registered_voters,turnout_forecast
76150526,MP325,MP325 - Bushbuckridge,812.0,49.485
76150537,MP325,MP325 - Bushbuckridge,671.0,48.358
76150548,MP325,MP325 - Bushbuckridge,963.0,44.651
76150559,MP325,MP325 - Bushbuckridge,868.0,52.988
76150560,MP325,MP325 - Bushbuckridge,1223.0,51.125
76150571,MP325,MP325 - Bushbuckridge,533.0,53.114
76150582,MP325,MP325 - Bushbuckridge,876.0,59.12
76150593,MP325,MP325 - Bushbuckridge,1028.0,54.422
76150605,MP325,MP325 - Bushbuckridge,899.0,58.294
76150616,MP325,MP325 - Bushbuckridge,937.0,45.983
76150627,MP325,MP325 - Bushbuckridge,1055.0,38.902
76150649,MP325,MP325 - Bushbuckridge,502.0,49.998
76150650,MP325,MP325 - Bushbuckridge,1530.0,51.712
76150661,MP325,MP325 - Bushbuckridge,1187.0,54.296
76150672,MP325,MP325 - Bushbuckridge,941.0,49.513
76150683,MP325,MP325 - Bushbuckridge,673.0,49.338
76150694,MP325,MP325 - Bushbuckridge,885.0,51.345
76150706,MP325,MP325 - Bushbuckridge,336.0,53.861
76150717,MP325,MP325 - Bushbuckridge,632.0,51.896
76150728,MP325,MP325 - Bushbuckridge,292.0,52.946
76150739,MP325,MP325 - Bushbuckridge,525.0,52.97
76150740,MP325,MP325 - Bushbuckridge,939.0,52.989
76150751,MP325,MP325 - Bushbuckridge,494.0,49.529
76150762,MP325,MP325 - Bushbuckridge,343.0,52.235
76150773,MP325,MP325 - Bushbuckridge,366.0,55.454
76150784,MP325,MP325 - Bushbuckridge,435.0,55.227
76150807,MP325,MP325 - Bushbuckridge,527.0,62.743
76150818,MP325,MP325 - Bushbuckridge,790.0,54.705
76150829,MP325,MP325 - Bushbuckridge,673.0,53.839
76150830,MP325,MP325 - Bushbuckridge,799.0,49.289
76150841,MP325,MP325 - Bushbuckridge,503.0,59.83
76150852,MP325,MP325 - Bushbuckridge,521.0,61.848
76150863,MP325,MP325 - Bushbuckridge,537.0,55.37
76150874,MP325,MP325 - Bushbuckridge,235.0,58.402
76150885,MP325,MP325 - Bushbuckridge,371.0,53.862
76150896,MP325,MP325 - Bushbuckridge,340.0,49.567
76150908,MP325,MP325 - Bushbuckridge,448.0,63.014
76150919,MP325,MP325 - Bushbuckridge,243.0,64.205
76160011,MP325,MP325 - Bushbuckridge,1562.0,49.928
76160022,MP325,MP325 - Bushbuckridge,977.0,52.878
76160033,MP325,MP325 - Bushbuckridge,504.0,51.95
76160044,MP325,MP325 - Bushbuckridge,1142.0,52.16
76160055,MP325,MP325 - Bushbuckridge,1336.0,52.836
76160066,MP325,MP325 - Bushbuckridge,1158.0,49.703
76160077,MP325,MP325 - Bushbuckridge,1156.0,43.977
76160088,MP325,MP325 - Bushbuckridge,613.0,52.973
76160099,MP325,MP325 - Bushbuckridge,1394.0,49.712
76160101,MP325,MP325 - Bushbuckridge,1422.0,43.977
76160112,MP325,MP325 - Bushbuckridge,597.0,61.248
76160123,MP325,MP325 - Bushbuckridge,1907.0,45.373
76160134,MP325,MP325 - Bushbuckridge,581.0,50.959
76160145,MP325,MP325 - Bushbuckridge,805.0,43.305
76160156,MP325,MP325 - Bushbuckridge,684.0,50.908
76160167,MP325,MP325 - Bushbuckridge,1051.0,50.697
76160178,MP325,MP325 - Bushbuckridge,1150.0,58.498
76160189,MP325,MP325 - Bushbuckridge,966.0,50.315
76160190,MP325,MP325 - Bushbuckridge,1082.0,42.425
76160202,MP325,MP325 - Bushbuckridge,1543.0,41.895
76160213,MP325,MP325 - Bushbuckridge,984.0,53.594
76160224,MP325,MP325 - Bushbuckridge,2043.0,47.807
76160246,MP325,MP325 - Bushbuckridge,1818.0,49.995
76160257,MP325,MP325 - Bushbuckridge,308.0,54.104
76160268,MP325,MP325 - Bushbuckridge,689.0,48.176
76160279,MP325,MP325 - Bushbuckridge,1754.0,48.937
76160280,MP325,MP325 - Bushbuckridge,990.0,49.853
76160291,MP325,MP325 - Bushbuckridge,817.0,58.564
76160303,MP325,MP325 - Bushbuckridge,791.0,51.362
76160314,MP325,MP325 - Bushbuckridge,923.0,43.814
76160325,MP325,MP325 - Bushbuckridge,628.0,51.271
76160336,MP325,MP325 - Bushbuckridge,639.0,58.424
76160358,MP325,MP325 - Bushbuckridge,1147.0,44.334
76160369,MP325,MP325 - Bushbuckridge,823.0,58.499
76160370,MP325,MP325 - Bushbuckridge,904.0,49.475
76160381,MP325,MP325 - Bushbuckridge,1032.0,59.65
76160392,MP325,MP325 - Bushbuckridge,886.0,54.284
76160404,MP325,MP325 - Bushbuckridge,595.0,53.599
76160415,MP325,MP325 - Bushbuckridge,1674.0,51.248
76160426,MP325,MP325 - Bushbuckridge,1777.0,51.196
76160437,MP325,MP325 - Bushbuckridge,1441.0,42.273
76160448,MP325,MP325 - Bushbuckridge,533.0,50.106
76160459,MP325,MP325 - Bushbuckridge,1614.0,48.941
76160460,MP325,MP325 - Bushbuckridge,1304.0,49.681
76160471,MP325,MP325 - Bushbuckridge,1180.0,44.653
76160482,MP325,MP325 - Bushbuckridge,1524.0,51.79
76160493,MP325,MP325 - Bushbuckridge,642.0,50.475
76160505,MP325,MP325 - Bushbuckridge,807.0,48.265
76160516,MP325,MP325 - Bushbuckridge,777.0,53.726
76160527,MP325,MP325 - Bushbuckridge,732.0,49.467
76160549,MP325,MP325 - Bushbuckridge,761.0,42.69
76160550,MP325,MP325 - Bushbuckridge,1180.0,49.281
76160561,MP325,MP325 - Bushbuckridge,669.0,51.874
76160572,MP325,MP325 - Bushbuckridge,870.0,51.896
76160583,MP325,MP325 - Bushbuckridge,1058.0,54.552
76160606,MP325,MP325 - Bushbuckridge,573.0,54.87
76160628,MP325,MP325 - Bushbuckridge,1033.0,49.16
76160639,MP325,MP325 - Bushbuckridge,1490.0,51.6
76160640,MP325,MP325 - Bushbuckridge,1162.0,43.998
76160651,MP325,MP325 - Bushbuckridge,723.0,50.887
76160662,MP325,MP325 - Bushbuckridge,1281.0,53.131
76160673,MP325,MP325 - Bushbuckridge,441.0,58.728
76160684,MP325,MP325 - Bushbuckridge,1354.0,48.606
76160695,MP325,MP325 - Bushbuckridge,243.0,65.406
76160707,MP325,MP325 - Bushbuckridge,325.0,60.165
76160718,MP325,MP325 - Bushbuckridge,955.0,53.056
76160729,MP325,MP325 - Bushbuckridge,272.0,54.464
76160730,MP325,MP325 - Bushbuckridge,778.0,51.742
76160763,MP325,MP325 - Bushbuckridge,916.0,50.184
76160774,MP325,MP325 - Bushbuckridge,837.0,42.677
76160808,MP325,MP325 - Bushbuckridge,657.0,53.397
76160820,MP325,MP325 - Bushbuckridge,1224.0,45.106
76160831,MP325,MP325 - Bushbuckridge,1011.0,54.393
76160842,MP325,MP325 - Bushbuckridge,789.0,54.531
76160853,MP325,MP325 - Bushbuckridge,1131.0,44.256
76160875,MP325,MP325 - Bushbuckridge,679.0,48.149
76160886,MP325,MP325 - Bushbuckridge,311.0,61.598
76160897,MP325,MP325 - Bushbuckridge,496.0,72.969
76160909,MP325,MP325 - Bushbuckridge,641.0,60.592
76160921,MP325,MP325 - Bushbuckridge,121.0,54.596
76160932,MP325,MP325 - Bushbuckridge,582.0,49.596
76160943,MP325,MP325 - Bushbuckridge,1070.0,53.077
76160954,MP325,MP325 - Bushbuckridge,412.0,59.185
76160965,MP325,MP325 - Bushbuckridge,559.0,60.452
76160976,MP325,MP325 - Bushbuckridge,390.0,58.97
76160987,MP325,MP325 - Bushbuckridge,508.0,53.583
76160998,MP325,MP325 - Bushbuckridge,540.0,49.487
76161001,MP325,MP325 - Bushbuckridge,844.0,59.255
76161012,MP325,MP325 - Bushbuckridge,341.0,49.531
76161023,MP325,MP325 - Bushbuckridge,427.0,57.306
76161034,MP325,MP325 - Bushbuckridge,448.0,54.892
76161045,MP325,MP325 - Bushbuckridge,363.0,59.548
76161056,MP325,MP325 - Bushbuckridge,509.0,49.109
76161067,MP325,MP325 - Bushbuckridge,300.0,63.59
76170012,MP325,MP325 - Bushbuckridge,1653.0,51.215
76170023,MP325,MP325 - Bushbuckridge,1783.0,47.304
76170034,MP325,MP325 - Bushbuckridge,616.0,52.937
76170045,MP325,MP325 - Bushbuckridge,1090.0,44.262
76170056,MP325,MP325 - Bushbuckridge,1210.0,61.091
76170067,MP325,MP325 - Bushbuckridge,581.0,48.876
76170078,MP325,MP325 - Bushbuckridge,325.0,62.799
76170089,MP325,MP325 - Bushbuckridge,2300.0,42.415
76170090,MP325,MP325 - Bushbuckridge,927.0,47.169
76170102,MP325,MP325 - Bushbuckridge,1896.0,52.593
76170113,MP325,MP325 - Bushbuckridge,808.0,50.091
76170124,MP325,MP325 - Bushbuckridge,1029.0,49.175
76170135,MP325,MP325 - Bushbuckridge,1257.0,50.841
76170146,MP325,MP325 - Bushbuckridge,922.0,42.619
76170157,MP325,MP325 - Bushbuckridge,1537.0,43.143
76170168,MP325,MP325 - Bushbuckridge,2427.0,46.194
76170179,MP325,MP325 - Bushbuckridge,1825.0,47.715
76170180,MP325,MP325 - Bushbuckridge,932.0,42.373
76170191,MP325,MP325 - Bushbuckridge,1103.0,50.727
76170203,MP325,MP325 - Bushbuckridge,1050.0,49.522
76170214,MP325,MP325 - Bushbuckridge,1349.0,43.977
76170225,MP325,MP325 - Bushbuckridge,643.0,59.58
76170236,MP325,MP325 - Bushbuckridge,931.0,48.974
76170247,MP325,MP325 - Bushbuckridge,1388.0,50.334
76170258,MP325,MP325 - Bushbuckridge,2275.0,42.946
76170269,MP325,MP325 - Bushbuckridge,1436.0,51.069
76170270,MP325,MP325 - Bushbuckridge,1131.0,48.812
76170281,MP325,MP325 - Bushbuckridge,766.0,53.662
76170292,MP325,MP325 - Bushbuckridge,677.0,53.078
76170304,MP325,MP325 - Bushbuckridge,310.0,48.395
76170315,MP325,MP325 - Bushbuckridge,845.0,49.709
76170326,MP325,MP325 - Bushbuckridge,835.0,49.349
76170337,MP325,MP325 - Bushbuckridge,1164.0,45.365
76170348,MP325,MP325 - Bushbuckridge,1280.0,52.999
76170359,MP325,MP325 - Bushbuckridge,919.0,54.085
76170360,MP325,MP325 - Bushbuckridge,1441.0,47.674
76170371,MP325,MP325 - Bushbuckridge,2173.0,38.063
76170382,MP325,MP325 - Bushbuckridge,1264.0,42.922
76170393,MP325,MP325 - Bushbuckridge,1769.0,51.294
76170405,MP325,MP325 - Bushbuckridge,914.0,50.035
76170416,MP325,MP325 - Bushbuckridge,874.0,49.26
76170427,MP325,MP325 - Bushbuckridge,359.0,42.298
76170438,MP325,MP325 - Bushbuckridge,596.0,50.243
76170449,MP325,MP325 - Bushbuckridge,892.0,50.032
76170450,MP325,MP325 - Bushbuckridge,822.0,43.883
76170461,MP325,MP325 - Bushbuckridge,1962.0,42.946
76170472,MP325,MP325 - Bushbuckridge,1361.0,40.913
76170483,MP325,MP325 - Bushbuckridge,1924.0,46.89
76170494,MP325,MP325 - Bushbuckridge,1808.0,41.536
76170506,MP325,MP325 - Bushbuckridge,1240.0,53.163
76170539,MP325,MP325 - Bushbuckridge,1192.0,46.75
76170540,MP325,MP325 - Bushbuckridge,1372.0,45.862
76170551,MP325,MP325 - Bushbuckridge,553.0,50.159
76170562,MP325,MP325 - Bushbuckridge,1227.0,40.919
76170573,MP325,MP325 - Bushbuckridge,223.0,60.122
76170584,MP325,MP325 - Bushbuckridge,873.0,51.861
76170595,MP325,MP325 - Bushbuckridge,756.0,49.026
76170607,MP325,MP325 - Bushbuckridge,1055.0,53.12
76170618,MP325,MP325 - Bushbuckridge,888.0,50.266
76170629,MP325,MP325 - Bushbuckridge,393.0,48.211
76170630,MP325,MP325 - Bushbuckridge,328.0,53.481
76170641,MP326,MP326 - City of Mbombela,286.0,35.801
76170652,MP325,MP325 - Bushbuckridge,381.0,42.339
76170663,MP325,MP325 - Bushbuckridge,405.0,51.995
76170674,MP325,MP325 - Bushbuckridge,335.0,49.489
76170685,MP325,MP325 - Bushbuckridge,1125.0,53.067
76170696,MP325,MP325 - Bushbuckridge,580.0,60.759
76170708,MP325,MP325 - Bushbuckridge,520.0,58.919
76170719,MP325,MP325 - Bushbuckridge,397.0,50.137
76170720,MP325,MP325 - Bushbuckridge,523.0,60.501
76170731,MP325,MP325 - Bushbuckridge,481.0,52.066
76170742,MP325,MP325 - Bushbuckridge,1980.0,49.481
76170753,MP325,MP325 - Bushbuckridge,358.0,53.589
76170764,MP325,MP325 - Bushbuckridge,362.0,51.437
76170775,MP325,MP325 - Bushbuckridge,472.0,63.1
